Regular sample data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Code,Sample Item Name/Code,Processing type,Construction,Color,Customer,Customer Required Width,Customer Requirement Length(%),Customer Requirement Width(%),Weight B/W,Sample Issue Date,Finishing Date,Loom No,Warpping No,Yard,"After Dryer
 Width(Inch)",Weaving PPI,Dryer Skey(CM),"After Shrinkage 
Skey(CM)","After Shrinkage
 PPI",PPI(+),"After Wash 
Skew(CM)","After Srinkage 
Width(Inch)","Box % 
(Right Hand)","Box % 
(Left Hand)","After Wash 
Width %","After Wash
 Length %","After Wash
 Width(Inch)","After Wash
 PPI",Sample Processing Details,Remarks
X25383,X25371,Regular Finish,"3888X42
9ring(Milan)+9siro slub(Nishat)(6:4) X 12-40D T/Black(Recycle, Xuzhou) 3/1 R.H.T",Black#9L,Winter Qilts/ C&A,53~54'',-(3~4)%,,9.25~9.50 /oz,,30/11/2025,410,25111047,60Y,"C:57.8''
F:58.7''",42,13.5cm,11.0cm,48,6,10.0cm,"C:56.8''
F:57.6''",-3.05%,0.30%,-15.40%,0.00%,48.0'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X25382,X25371,Regular Finish,"3888X42
9ring(Milan)+9siro slub(Nishat)(6:4) X 12-40D T/black Recycle(Xuzhou)+12-70D T/Black Recycle(Xuzhou) (2:1) , 3/1 R.H.T",Black#9L,Winter Qilts/ C&A,53~54'',-(3~4)%,,9.25~9.50 /oz,,30/11/2025,410,25111047,60Y,"C:57.8''
F:58.8''",42,9.0cm,8.0cm,47,5,10.0cm,"C:54.5''
F:55.3''",5.00%,-2.70%,-16.80%,-1.80%,45.3'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X25373,RNPS110-08R6C,Regular Finish,"4176X42
8ring(Nishat) + 12-40D (T/Raw)Xuzhou + 12-70D T/Raw(Xuzhou)",Dark Indigo#6c,Artistic Design/KOHLS,,,,,,22/11/2025,508,25111029,84Y,"C:61.4''
F:62.4''",42,15.0cm,11.0cm,49,7,11.0cm,"C:58.4''
F:59.4''",1.80%,-1.80%,-16.70%,-1.50%,48.6'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X21186-1,PR105-06R5,Bulk Fabrics(test),,,,,,,,,24/11/2025,,,106Y,"C:65.5''
F:66.5''",39,16.0cm,13.0cm,46,7,12.5cm,"C:65.7''
F:66.5''",-0.20%,0.10%,-2.20%,-1.00%,64.2'',46,Singeing?Dryer(1box 60°C)?Sanforized(Re-process),
X21239-1,RNPS095-26R9S,Regular Finish,"4752X55
12rsl(yt-199)Nishat X 20-40D Polyester/Black(Xuzhou) + 20-70D Polyester(Changzhou),3/1 R.H.T",Black#9S,Standard Group/George,48~49'',+/-(3~4)%,-(13~17)%,9.30 oz,,06/12/2025,110,25121085,100Y,"C:56.6''
F:57.5''",55,15.0cm,6.5cm,63,8,8.0cm,"C:53''
F:54''",2.60%,-0.60%,-16.00%,-1.30%,44.5'',64,Singeing?Dryer(5box 60°C)?Sanforized,
X25386,X25370,Regular Finish,"3888X42
9ring(Milan)+9siro slub(Nishat)(6:4)X 12-40D T/raw Recycle(Xuzhou)+12-70D T/Raw Recycle(Xuzhou)(1:2), 3/1R.H.T",Blue Black#8D,Winter Qilts/ C&A,54~55'',+/-(3~4)%,,9.50 oz,,06/12/2025,28,25111048,28Y,"C:57''
F:58.2''",42,12.0cm,8.5cm,48,6,9.5cm,"C:53.2''
F:54.2''",-1.80%,4.90%,-17.80%,-1.60%,43.7'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X25387,X25370,,"3888X40
9ring(milan) + 9siro slub(nishat)(6:4)X 12-40D(Nishat), 3/1 R.H.T",Blue Black#8D,Winter Qilts/ C&A,,/-(3~4)%,,,,02/12/2025,,25111048,02Y,,,,,,0,,,,,,,,,Fabric process will now depend on R&D department’s evaluation; updates will follow after their review,
X25388,X25370,,"3888X40
9ring(Milan) + 9siro slub(Nishat)(6:4) X 12(75D DTY)-40D(Xuzhou), 3/1 R.H.T",Blue Black#8D,Winter Qilts/ C&A,,/-(3~4)%,,,,02/12/2025,,25111048,02Y,,,,,,0,,,,,,,,,Fabric process will now depend on R&D department’s evaluation; updates will follow after their review,
X25389,X25370,,"3888X40
9ring(Milan) + 9siro slub(Nishat)(6:4) X 12(75D ZT) - (20D+20D), 3/1 R.H.T",Blue Black#8D,Winter Qilts/ C&A,,/-(3~4)%,,,,02/12/2025,,25111048,,,,,,,0,,,,,,,,,Fabric process will now depend on R&D department’s evaluation; updates will follow after their review,
X25390,X25370,,"3888X40
9ring(Milan) + 9siro slub(Nishat)(6:4) X 12(75D ZT) - (20D+20D), 3/1 R.H.T",Blue Black#8D,Winter Qilts/ C&A,,/-(3~4)%,,,,02/12/2025,,25111048,02Y,,,,,,0,,,,,,,,,Fabric process will now depend on R&D department’s evaluation; updates will follow after their review,
X25391,,,"4176X42
8oe(Badsha) X 8-40D(Nishat) , Herringbone",Indigo#5,MBI InterNational,,,,11.00 oz,,02/12/2025,,25111065,100Y,,,,,,0,,,,,,,,,Fabric process will now depend on R&D department’s evaluation; updates will follow after their review,
X25192,,Regular Finish,"3752X42
7oe( Low TM)Salek) X 8-40D(BCI , Nishat) , 3/1 R.H.T",Dark Indigo#6,Echotex(Team B),60~61'',+/-(3~4)%,-(13~17)%,12.00 oz,,08/12/2025,301,25121087,120Y,"C:61''
F:62''",42,15.0cm,11.0cm,50,8,11.0cm,"C:59.7''
F:60.5''",-0.70%,-0.30%,-11.20%,0.50%,50.0'',49,Singeing?Dreyer(5box 60°C)?Sanforized,
X25396,"X25374,X25364",Regular Finish,"3888X39
7rn(Nishat)X7oe(Badsha) , 3/1 R.H.T",Blue Black##8D,Primark,63~64'',+/-(3~4)%,+/-(3~4)%,11.75 oz,04/12/2025,10/12/2025,308,25121097,75Y,"C:64''
F:65''",39,16.0cm,12.0cm,46,7,15.0cm,"C:64''
F:64.7''",3.15%,-0.17%,-1.50%,-0.70%,63.0'',46,Singeing?Dreyer(5box 60°C)?Sanforized,
X24146-2,,Regular Finish,"5022X42
12rn(Badsha)X12oe(Badsha) + 12rn(Badsha) (1:1) , 2/1R.H.T",Indigo#5,Todorknight LTd.,63~64'',+/-(3~4)%,+/-(3~4)%,8.30 oz,06/12/2025,11/12/2025,118,2510936,80Y,"C:64''
F:64.5''",42,10.0cm,9.0cm,48,6,9.0cm,"C :64''
F:65''",-1.00%,0.50%,0.00%,-2.40%,64.0'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25398,,Regular Finish,"4176X40
7siro(Nishat) X 10oe(Badsha) , 3/1 R.H.T",Dark Indigo#6C,Natural Indigo(Team B),,+/-(3~4)%,+/-(3~4)%,11.25 oz,,07/12/2025,121,25111072,60Y,"C:62''
F:63''",40,17.0cm,13.0cm,47,7,16.5cm,"C:65''
F:65.8''",3.20%,2.10%,-1.50%,-0.20%,64.0'',47,Singeing?Dryer(5box 60°C)?Sanforized,
X25400,,Regular Finish,"4176X41
7siro(Nishat) X 10oe(Badsha) , 3/1R.H.T",Dark Inidog#6C,Natural Indigo,64~65'',+/-(3~4)%,+/-(3~4)%,10.75 oz,08/12/2025,11/12/2025,121,25121103,58Y,"C:66''
F:66.8''",41,17.5cm,12.5cm,48,7,15.5cm,"C:64.8''
F:65.5''",3.80%,0.80%,-2.30%,-1.00%,63.3'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X25403,X25364(copy),Regular Finish,"3888X39
7rn(Nishat) X 7oe(Badsha) , 3/1 R.H.T",Blue Black#8C,MKT,63~64'',+/-(3~4)%,+/-(3~4)%,11.76 oz,09/12/2025,14/12/2025,308-2,25121108,70Y,"C:63.8''
F:64.7''",39,17.0cm,13.0cm,45,6,15.5cm,"C:64''
F:65''",0.70%,3.00%,-1.90%,-1.40%,62.8'',46,Singeing?Dryer(5box 60°C)?Sanforized,
X25405,X25364(copy),Regular Finish,"3888X39
7rn(Nishat) X 7oe(Badsha) , 3/1 R.H.T",Blue Black#8D,MKT(Color yds N/A),63~64'',+/-(3~4)%,+/-(3~4)%,11.75 oz,09/12/2025,14/12/2025,308,25121107,75Y,"C:64''
F:65.2''",39,17.0cm,13.0cm,46,7,15.5cm,"C:64''
F:64.8''",0.96%,1.50%,-1.50%,0.00%,63.0'',46,Singeing?Dryer(5box 60°C)?Sanforized,
X25404,X25364(copy),Regular Finish,"3888X39
7rn(Nishat) X 7oe(Badsha) , 3/1 R.H.T",Blue black#8E,MKT(Color yds N/A),63~64'',+/-(3~4)%,+/-(3~4)%,11.75 oz,09/12/2025,18/12/2025,308,21106,100Y,"C:63.5''
F:64.5''",39,20.5cm,15.5cm,45,6,14.5cm,"C:64''
F:64.8''",2.18%,-1.58%,-2.34%,-2.50%,62.5'',46,Singeing?Dryer(5box 60°C)?Sanforized,
X19025-2,RN130-03R6,Regular Finish,"4200X45
7rsl(Q-476)Nishat + 7oe(Badsha)4:6 X 6oe(Badsha)+8oe(Badsha)(1:2, 1:5,1:3), 3/1R.H.T",Dark Indigo#6,Dreuss World Wide LTD/Team B,60~61'',+/-(3~4)%,+/-(3~4)%,13.20 oz,,08/12/2025,404,25121090,115Y,"C:62''
F:63''",45,16.0cm,11.5cm,54,9,13.5cm,"C:62''
F:62.5''",1.40%,0.20%,-2.90%,1.20%,60.2'',52,Singeing?Dryer(5box 60°C)?Sanforized,
X23075-2,,"Natural-1, Regular Finish","4176X48
9ring(Milan Ginnig(India)) X 12oe(Badsha Tex) , 3/1 R.H.T",Natural#1,MBM,62~63'',+/-(3~4)%,+/-(3~4)%,9.70 oz,,08/12/2025,121,25121094,80Y,"C:63.2''
F:64''",48,21.0cm,14.0cm,55,7,16.0cm,"C:63''
F:64''",3.80%,-2.50%,-1.50%,-1.30%,62.0'',57,"Singeing?Dryer(1BOX cold water, Natural-1)?Sanforized",
X25395,PRPS095-04R5,Regular Finish,"5002X48
9oe(Badsha) X 200-40D(Recycle , Hangzhou) , 3/1 R.H.T",indigo#5,C&A,57~58'',+/-(3~4)%,-(13~17)%,9.50 oz,,08/12/2025,505,25121088,50Y,"C:62''
F:62.8''",48,15.0cm,12.5cm,56,8,15.5cm,"C:59.5''
F:60''",1.20%,3.00%,-10.90%,-1.80%,53.0'',56,Singeing?Dryer(5box 60°C)?Sanforized,
X1410151,PRP110-01R5,Regular Finish,"4800X45
10oe X 600D(Hangzhou) , 3/1 R.H.T",Indigo#5,just James,59~60'',+/-(3~4)%,+/-(3~4)%,11.00 oz,,09/12/2025,508,25111061,50Y,"C:61.2''
F:62.2''",45,14.0cm,9.0cm,53,8,14.0cm,"C:60.4''
F:61''",4.60%,4.00%,-2.30%,-2.40%,59.0'',54,Singeing?Dryer(5box 60°C)?Sanforized,
X25393,PRPS095-04R5,Regular Finish,"5002X48
9oe(Badsha)X200-40D(Recycle, Hangzhou) + 200-70D(Recycle , Hangzhou)(3:1) , 3/1 R.H.T
",Indigo#5,C&A,57~58'',+/-(3~4)%,-(13~17)%,9.50 oz,,09/12/2025,505,25121088,40Y,"C:62''
F:62.8''",48,14.0cm,10.0cm,56,8,14.5cm,"C:59.8''
F:60.2''",3.00%,6.00%,-15.00%,-2.60%,50.8'',57,Singeing?Dryer(1box 60°C )?Sanforized,
X25394,PRPS095-04R6,Regular Finish,"5002X48
9oe(Badsha) X 200-40D(Recyel)(Hanzhou) , 3/1 R.H.T",Indigo#5,C&A,57~58'',+/-(3~4)%,-(13~17)%,9.50 oz,,09/12/2025,505,25121088,46Y,"C:62.5''
F:63.2''",48,14.0cm,9.5cm,55,7,14.0cm,"C:60.7''
F:61.2''",8.10%,3.50%,-12.00%,-3.40%,53.4'',57,Singeing?Dryer(1box 60°C )?Sanforized,
X25401,RN100-12R5,Regular Finish,"4750X50
10rsl(yt-233)Nishat X 12oe(Badsha), 3/1 R.H.T",Black #9S,Mardy Jeans,59~60'',+/-(3~4)%,+/-(3~4)%,10.00 oz,,09/12/2025,508,2509816,100Y,"C:60''
F:61''",50,15.0cm,12.0cm,58,8,13.5cm,"C:60''
F:60.8''",1.20%,1.80%,-2.00%,-0.20%,58.8'',59,Singeing?Dryer(5box 60°C)?Sanforized,
X25215-2,,Regular Finish,"4176X39
7rsl(Q-476)(Nishat) + 7oe(Badsha)(8:2) X 6oe(Badsha), 3/1 R.H.T",indigo#5,Dreuss World Wide LTD/Team B,64~65'',+/-(3~4)%,+/-(3~4)%,13.25 oz,,09/12/2025,121,25121091,115Y,"C:65.3''
F:66.3''",39,16.0cm,13.5cm,47,8,12.0cm,"C:65.8''
F:66.5''",-1.00%,-1.15%,-3.05%,-0.80%,63.8'',47,Singeing?Dryer(5box 60°C)?Sanforized,
X25315-2,,Regular Finish,"5002X48
9oe(Badsha)X200-40D(Recycle)Hangzhou + 200-70D(Recycle)Hanzhou , 3/1 R.H.T",Indigo#5,C&A,57~58'',+/-(3~4)%,-(13~17)%,9.50 oz,,09/12/2025,505,25121088,53Y,"C:61.5''
F:62.2''",48,14.0cm,11.0cm,56,8,14.5cm,"C:59''
F:59.5''",3.50%,2.70%,-12.70%,-1.00%,51.5'',57,Singeing?Dryer(5box 60°C)?Sanforized,
X25384,,Regular Finish,"4464X45
7rsl(Q-476)(Nishat)+9ring(Milan)(2:8) X 12-40D N.S(Nishat, BCI) , 3/1R.H.T",Blue Black#8I,Sainburry/Team B/Testing,59~60'',+/-(3~4)%,-(16~20)%,11.00 oz,,03/12/2025,111,25121079,80Y,"C:60''
F:61''",45,16.0cm,11.5cm,51,6,11.5cm,"C:59.3''
F:60.3''",2.30%,-1.50%,-19.05%,-3.50%,48.0'',51,Singeing?Dryer(5box 60°C)?Sanforized,
X23115,,Regular Finish,"4968X52
9oe(Badsha) x 16-70D T/Raw Recycle , Xuzhou , 3/1 L.H.T",Blue Black#8D,Envoy Group/ Team A,57~58'',+/-(3~4)%,-(11~15)%,11.50 oz,13/12/2025,18/12/2025,322,2512113,120Y,"C:61.8''
F:62.8''",52,16.0cm,11.5cm,61,9,12.0cm,"C:59''
F:60''",-0.45%,-0.76%,-11.18%,-1.80%,52.4'',62,Singeing?Dryer(5box 60°C)?Sanforized,
X25406,X21123-1,Regular Finish,"4205X39
8oe(recycle)x8oe(recycle) , 3/1 R.H.T",Indigo#5,Composition test,64~65'',+/-(3~4)%,+/-(3~4)%,11.00 oz,09/12/2025,14/12/2025,210,25121105,100Y,"C:64.2''
F:65.2''",39,17.0cm,15.0cm,45,6,15.0cm,"C:64.5''
F:65.4''",1.58%,-1.14%,-1.50%,-2.40%,63.5'',46,Singeing?Dryer(5box 60°C)?Sanforized,
X24233-1,,"RFD#, Regular Finish","4176X44
7oe(BTL) x 16-40D T/Raw/ Lycra , Xuzhou, 3/1 R.H.T",RFD#11,LIDL/Team A,58~59'',-(3~6)%,-(8~12)%,9.75 oz,10/12/2025,15/12/2025,121,25111075,85Y,"C:60.2''
F:61.3''",44,14.0cm,13.0cm,50,6,13.5cm,"C:58.5''
F:59.5''",0.74%,-2.24%,-9.20%,-2.60%,53.1'',51,"Singeing?Dryer(1box old m/c)?Sanforized ,RFD",
X24233-1,,"RFD#, Regular Finish","4176X44
7oe(BTL) x 16-40D T/Raw/ Lycra , Xuzhou, 3/1 R.H.T",RFD#12,LIDL/Team A,58~59'',-(3~6)%,-(8~12)%,10.75 oz,,17/12/2025,121,2511175,85Y,"C:60''
F:61''",44,15.0cm,14.0cm,50,6,12.5cm,"C:58.8''
F:60''",0.10%,-1.90%,-9.01%,-2.30%,53.5'',50,Singeing?Dryer(1box old dryer )?Sanforized,
X25318,X24086-1(copy) Rest Quantity,Regular Finish,"6840X95
20rn(Nishat)X16rn(Nishat, Physical BCI)200-40DRecycle(1:2)(Hanzhou),SBC RHT",Blue Black#8D,Sainbury,53''--54'',,#-(15--19)%,9.50 oz,,06/12/2025,219,2504310,30Y,"C:56''
F:57.2''",95,6.0cm,5.5cm,109,14,6.5cm,"C:53''
F:53.8''",-1.20%,1.20%,-12.70%,-1.00%,45.8'',111,Singeing?Dryer(5box 60°C)?Sanforized,
X25408,,Regular Finish,"4131X42
7ring(Nishat) + 8 Tencel(Badsha), 3/1 R.H.T",Blue Black,Primark,64~65'',,,12.00 oz,13/12/2025,18/12/2025,504,25121115,100Y,"C:66.8''
F:67''",42,20.0cm,15.5cm,49,7,21.5cm,"C:66.4''
F:67.2''",5.05%,3.90%,-5.05%,-1.00%,63.8'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25392,X19142,Regular Finish,"6480X58
16oe(XDD)X 150-40D( Black N.S, Hangzhou) + 150-70D(Black, N.S , Xheling Tex) , (4:1)(Black:Black) , Sateen (R.H.T)",Black#9S,Next -N.S sourcing,53'',+/-(3~4)%,-(13~17)%,8.60 oz,,03/12/2025,219,25111069,80Y,"C:54.5''
F:55.5''",58,5.0cm,5.0cm,66,8,6.5cm,"C:50''
F:51''",0.10%,1.50%,-14.40%,-0.50%,42.8'',66,Singeing?Dryer(5box 60°C)?Sanforized,
X25410-1,X24120-1,Regular Finish,"4025X38
7siro Low TM(Nishat) X 6Tencel(Ring Nishat) , 3/1 R.H.T",Indigo#5,Primark(Windy Group/Team),58'',,,12.75~13 /oz,14/12/2025,18/12/2025,404,25111063,40Y,"C:61''
F:62''",38,19.0cm,12.0cm,45,7,15.5cm,"C:60.8''
F:61.5''",2.70%,0.57%,-2.96%,0.00%,59.0'',45,Singeing?Dryer(5box 60°C)?Sanforized,
X25410-2,X24120-1,Regular Finish,"4025X42
7siro low TM(Nishat) X 6Tencel , 3/1 R.H.T",Indigo#5,Primark(Windy Group/Team),58'',,,12.75~13 /oz,14/12/2025,18/12/2025,404,25111063,40Y,"C:61''
F:61.8''",42,19.0cm,12.5cm,50,8,15.0cm,"C:60.5''
F:61.5''",1.70%,2.20%,-3.40%,1.00%,58.4'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X25382,,Regular Finish,"3888X42
9rn(Milan)+9siro slub(7052)(Nishat)(6:4) X 12-40D T/Black(Recycle)Xuzhou)+12-70D T/Black(Recycle)Xuzhou (2:1) , 3/1R.H.T",Black #9L,Winter Qilts/Team A,53~54'',+/-(3~4)%,-(16~20)%,9.75 oz,18/12/2025,20/12/2025,308,25111047,70Y,"C:57.8''
F:58.7''",42,14.5cm,9.5cm,49,7,9.0cm,"C:55.5''
F:56''",-0.60%,-0.70%,-20.30%,-0.80%,44.2'',48,Singeing?Dryer(5box 60°C)?Sanforized,
X25380,,Regular Finish,"3888X42
9rn(Milan)+9siro slub(7052)(Nishat)(6:4) X 12-40D T/Black(Recycle)Xuzhou)+12-70D T/Black(Recycle)Xuzhou (2:1) , 3/1R.H.T",Blue Black#8D,Winter Qilts/Team A,54~55'',+/-(3~4)%,-(16~20)%,9.50 oz,18/12/2025,23/12/2025,308,25121134,78Y,"C:58''
F:58.5''",42,14.5cm,10.0cm,49,7,11.0cm,"C:54.5''
F:55.2''",0.70%,-0.60%,-17.00%,0.00%,45.2'',49,Singeing?Dryer(5box 60°C)?Sanforized,
X25414,PRPS110-02R5,Regular Finish,"4176X44
7oe(Badsha)X16-40D T/Raw(Lycra)Xuzhou, 3/1 R.H.T",Sky blue#4,Yester Group/Lidl,58~59'',-(3~4)%,-(14~18)%,11.00 oz,18/12/2025,23/12/2025,204,25121131,108Y,"C:61.2''
F:62.2''",44,18.5cm,12.5cm,50,6,14.0cm,"C:58.8''
F:60''",1.50%,2.90%,-12.70%,-3.30%,51.3'',52,Singeing?Dryer(5box 60°C)?Sanforized,
X25418,X25035-1,Regular Finish,"5760X52
16rn(Nishat, Physical BCI)X20-40D T/Raw White, Changzhou) , 3/1 R.H.T",Blue Black,Natural Indigo/Encentro Moda,52~53'',+/-(3~4)%,-(20~24)%,8.50 oz,20/12/2025,23/12/2025,119,25121133,68Y,"C:58''
F:58.8''",52,18.0cm,7.5cm,59,7,9.5cm,"C:54.8''
F:55.2''",1.70%,1.90%,-22.20%,-2.20%,42.6'',60,Singeing?Dryer(5box 60°C)?Sanforized,
X25415,X25392,Regular Finish,"6480X55
16oe(XDD)X200-40D(Black , Hanzhou) , Sateen(R.H.T)",Black#9S,Next /Team,49~50'',+/-(3~4)%,-(12~16)%,8.50 oz,18/12/2025,21/12/2025,219,25111069,100Y,"C:55.2''
F:56.7''",55,4.0cm,6.0cm,62,7,6.5cm,"C:52.5''
F:53.5''",-1.80%,0.00%,-16.10%,-1.00%,44.0'',63,Singeing?Dryer(5box 60°C)?Sanforized,
X25322,,Regular Finish,"4205X44
8rn(Nishat) X 10ring(Nishat) , Square Dobby",Indigo#5,Creative collection/Team A,62~63'',+/-(3~4)%,+/-(3~4)%,10.50 oz,20/12/2025,23/12/2025,118,25111002,200Y,"C:62.4''
F:63.2''",44,17.0cm,11.5cm,51,7,11.5cm,"C:63''
F:63.8''",1.20%,-1.40%,0.00%,-0.80%,63.0'',51,Singeing?Dryer(5box 60°C)?Sanforized,
X25140,,Regular Finish,"4464X45
7OE+7rsl(Q-476)(6:4) X 7rsl(Q-476)Nishat + 7rn Nishat(9:4) , 3/1 R.H.T",Blue Black #8C,Dresuss Wold Wide Ltd/Team B,64~65'',+/-(3~4)%,+/-(3~4)%,14.00 oz,04/12/2025,10/12/2025,108,2512096,100Y,"C:65.5''
F:66''",45,14.0cm,10.0cm,53,8,14.5cm,"C:65''
F:65.8''",3.80%,1.41%,-4.00%,0.00%,63.0'',53,Sineging?Dryer(5box 60°C)?Sanforized,
X25402,RN100-12R5,Regular Finish,"4800X50
10rsl(yt-233)Nishat X 12oe(Badsha) , 3/1 R.H.T",Indigo#5,Mardy /Team,59~60'',+/-(3~4)%,+/-(3~4)%,10.00 oz,08/12/2025,10/12/2025,304,25121098,105Y,"C:60.2''
F:61''",50,15.0cm,11.0cm,57,7,14.0cm,"C:60.3''
F:61''",1.80%,1.80%,-1.82%,-1.60%,59.2'',58,Sineging?Dryer(5box 60°C)?Sanforized,
X25411,PRPS095-04R5(NEW),Regular Finish,"5002X48
9oe(Badsha) X 200-40D(Rececyle, Hangzhou)+200-70D(Recycle, Hangzhou)(4:1), 3/1 R.H.T",Indigo#5,C&A,59~60'',+/-(3~4)%,,9.50/ oz,14/12/2025,15/12/2025,505,25121088,60Y,"C:62''
F:63''",48,15.0cm,12.0cm,55,7,15.0cm,"C:59.9''
F:60''",1.50%,5.00%,-13.20%,-2.50%,51.6'',57,Singeing?Dryer(1box 60°C)?Sanforized,
X1609195-1,PRPS095-04L3(NEW),Regular Finish,"4830X48
9OE(Badsha) X 200-40D(Recycle, Hangzhou)+200-70D(Recycle,Hangzhou)(2:1), 3/1 L.H.T",Grey#3,DBL /Team A,55.5~56.5'',+/-(3~4)%,-(9~12)%,9.70 oz,13/12/2025,15/12/2025,323,25121111,120Y,"C:58.2''
F:59.2''",48,16.0cm,12.0cm,55,7,13.0cm,"C:55.5''
F:56.5''",0.76%,-1.50%,-11.70%,-2.30%,49.0'',56,Singeing?Dryer(5box 60°C)?Sanforized,
X25419,X24175(H.S+PD Beam),Regular Finish,"4200X35
7ring(Nishat)X8ring(Nishat) , 2/2 ",Indigo#05,Primark/TeamB,61'',,,12.00 oz,21/12/2025,23/12/2025,404,25121122,90Y,"C:63''
F:63.8''",35,0.0cm,0.0cm,42,7,0.0cm,"C:63''
F:63.8''",-0.10%,0.00%,-0.60%,-0.80%,62.6'',42,Singeing?Dryer(5box 60°C)?Sanforized,
X25420,,Regular Finish,"4200X35
7ring(Nishat) X 8oe(Yarn Recycle, GRS, 20% Presonsume Cotton, 80% CMIA cotton, Badsha), 2/2",Indigo#5,Primark /Team B,61'',,,12.00 oz,21/12/2025,23/12/2025,404,25121122,75Y,"C:63.5''
F:64''",35,0.0cm,0.0cm,42,7,0.0cm,"C:63.5''
F:64''",2.10%,-2.00%,-1.20%,-1.60%,62.6'',43,Singeing?Dryer(5box 60°C)?Sanforized,
X180240,RNPS085-25R5,Regular Finish,"5984X60
16rls(yt-199)Nishat X 20-40D(Poly/Cotton/Raw)Changzhou , 3/1 R.H.T",Indigo#5,Michel Kors,51~52'',+/-(3~4)%,-(10~14)%,8.50 oz,23/12/2025,,,,,,,,,,0,,,,,,,,,Fabric process will now depend on R&D department’s evaluation; updates will follow after their review,
X25205,,Regular Finish,"4968X44
10oe(Badsha)+10rsl(yt-204)Nishat + 10rsl(yt-260)Nishat)(6:2:2)  X  12-40D(N.S, Nishat, BCI) , 3/1R.H.T",Blue Black #8i,Michel Kors,59~60'',+/-(3~4)%,-(17~21)%,10.25 oz,23/12/2025,29/12/2025,505,25121145,60Y,"C:60.8''
F:61.7''",44,15.0cm,12.0cm,52,8,10.0cm,"C:59.2''
F:60.2''",1.80%,-4.00%,-20.20%,-2.00%,47.2'',53,Singeing?Dryer(5box 60°C)?Sanforized,
X25417,X25408,Regular Finish,"3888X43
7ring(Nishat)X8Tencel(Badsha) , 3/1 R.H.T",Blue black,Primark ,,,,11.60 oz,22/12/2025,24/12/2025,308,25121115,58Y,"C:66''
F:67''",43,19.0cm,15.0cm,48,5,17.5cm,"C:65.6''
F:66.5''",2.40%,0.72%,-4.20%,-2.00%,62.8'',50,Singeing?Dryer(5box 60°C)?Sanforized,
X25407,RNS085-16R8D,Regular Finish,"5330X52
10rsl(yt-233)Nishat + 12oe(Badsha)(3:7)X150-40D(Recycle, Hangzhou)+150-70D(Recycle, Hangzhou)(1:1) , 3/1 R.H.T",Grey#3,Sf Denim/C&A,,-(3~4)%,,8.75 oz,13/12/2025,18/12/2025,119,25121112,100Y,"C:59''
F:59.8''",52,12.5cm,9.5cm,61,9,11.0cm,"C:56''
F:56.8''",0.00%,1.53%,-16.70%,-1.00%,46.6'',62,Singeing?Dryer(5box 60°C)?Sanforized,
X25213,,Regular Finish,"4495X43
9oe(Badsha)X9oe(Badsha)+9rn(Milan)(1:1) , 3/1 R.H.T",Blue Black#8D,Windy Group/Walmart,63~64'',+/-(3~4)%,+/-(3~4)%,10.50 oz,14/12/2025,18/12/2025,208,25121116,100Y,"C:63.8''
F:64.8''",43,21.0cm,15.0cm,49,6,14.5cm,"C:64.2''
F:65''",1.30%,-2.02%,-1.86%,-2.30%,63.0'',51,Singeing?Dryer(5box 60°C)?Sanforized,
X25409,,Regular Finish,"4464X48
7rsl(Q476)Nishat + 8oe(Badsha, Recycled 20%, 80%CMIA) X 12-40D(Nishat), 3/1 R.H.T",Blue Black,Sainburry/Team B,60~61'',+/-(3~4)%,-(12~16)%,11.75 oz,14/12/2025,20/12/2025,405,25121118,100Y,"C:62''
F:63''",48,17.0cm,12.0cm,56,8,12.0cm,"C:60.5''
F:61.5''",1.80%,-1.20%,-14.30%,-1.60%,51.8'',57,Singeing?Dryer(5box 60°C)?Sanforized,
PR145-03R6,,Regular Finish,"4176X39
6oe(Badsha) X 6OE(Badsha), 3/1 R.H.T",Dark Inidog#6,Envoy Group/ Team A,65~66'',+/-(3~4)%,+/-(3~4)%,14.70 oz,13/12/2025,20/12/2025,121,25121119,117Y,"C:66''
F:66.8''",39,17.5cm,13.0cm,47,8,14.0cm,"C:65.5''
F:66.5''",1.40%,-0.20%,-1.90%,2.30%,64.2'',45,Singeing?Dryer(5box 60°C)?Sanforized,
X25424,,Regular Finish,"4752X47
16ring(Indigo:1: whtite:1)(Nishat, Physical BCI) X 6ring(Nishat) , 3/1 R.H.T",Inigo#5,Windy/Zara,62~63'',,,10.50 oz,23/12/2025,29/12/2025,117,25121142,100Y,"C:62.7''
F:63.7''",47,11.0cm,8.5cm,49,2,7.0cm,"C:63.2''
F:64.2''",-1.40%,-1.40%,-18.00%,-8.40%,62.0'',55,Singeing?Dryer(5box 60°C)?Sanforized,
